PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
7.0,45.0,2.0,8.0,200.0,90.0,14.3,1020.4,-12.0,0.0,3.7
7.0,45.0,2.0,8.0,200.0,90.0,15.4,1019.4,-12.0,0.0,3.6
7.0,37.0,2.0,8.0,200.0,95.0,16.8,1018.3,-12.8,0.0,3.1
8.0,42.0,2.0,9.0,200.0,100.0,17.9,1017.1,-12.0,0.0,2.3
15.0,42.0,4.0,11.0,200.0,100.0,19.5,1016.0,-13.0,0.0,5.2
15.0,30.0,7.0,10.0,200.0,105.0,20.2,1014.9,-13.8,0.0,3.3
8.0,33.0,7.0,11.0,200.0,106.0,20.4,1014.5,-13.6,0.0,2.2
3.0,77.0,7.0,15.0,200.0,109.0,17.9,1014.4,-8.3,0.0,4.4
33.0,117.0,8.0,24.0,300.0,110.0,16.2,1015.1,-6.8,0.0,3.4
34.0,146.0,8.0,26.0,400.0,107.0,15.6,1015.8,-4.9,0.0,4.9
34.0,146.0,8.0,26.0,400.0,107.0,14.7,1016.3,-3.2,0.0,2.9
48.0,181.0,12.0,35.0,500.0,85.0,14.2,1016.4,-3.6,0.0,3.3
56.0,158.0,11.0,41.0,600.0,74.0,13.1,1016.6,-3.2,0.0,2.0
55.0,156.0,11.0,44.0,600.0,67.0,12.0,1016.9,-3.0,0.0,1.8
57.0,168.0,12.0,50.0,600.0,54.0,10.9,1016.7,-2.5,0.0,1.6
59.0,163.0,11.0,63.0,600.0,34.0,10.1,1016.4,-2.3,0.0,2.3
65.0,164.0,11.0,68.0,600.0,19.0,8.8,1016.2,-2.2,0.0,1.0
64.0,170.0,13.0,72.0,500.0,14.0,6.6,1016.3,-1.8,0.0,0.7
60.0,163.0,13.0,72.0,500.0,4.0,5.5,1016.3,-1.0,0.0,0.6
60.0,163.0,13.0,80.0,500.0,4.0,4.7,1016.6,-0.7,0.0,1.2
61.0,155.0,12.0,80.0,800.0,3.0,7.8,1016.9,-0.2,0.0,0.6
65.0,177.0,11.0,77.0,1000.0,6.0,12.7,1017.0,-2.0,0.0,0.6
75.0,206.0,12.0,90.0,1200.0,9.0,15.1,1016.9,-3.8,0.0,0.4
81.0,164.0,15.0,97.0,1100.0,14.0,18.7,1016.5,-8.5,0.0,1.2
56.0,81.0,13.0,71.0,800.0,34.0,20.9,1015.6,-10.7,0.0,2.2
43.0,76.0,10.0,57.0,600.0,55.0,22.1,1014.2,-12.3,0.0,3.1
58.0,112.0,11.0,71.0,700.0,66.0,23.0,1012.9,-10.3,0.0,4.0
41.0,71.0,8.0,31.0,500.0,105.0,24.4,1011.3,-10.6,0.0,4.0
28.0,59.0,7.0,16.0,1000.0,126.0,24.4,1010.3,-6.9,0.0,5.3
28.0,59.0,6.0,15.0,400.0,125.0,24.4,1009.5,-5.8,0.0,4.4
44.0,131.0,11.0,19.0,400.0,126.0,23.4,1009.1,-4.7,0.0,4.9
48.0,152.0,16.0,26.0,500.0,116.0,22.0,1008.9,-5.0,0.0,3.0
49.0,135.0,17.0,29.0,600.0,118.0,21.0,1009.1,-5.8,0.0,4.4
58.0,174.0,20.0,37.0,700.0,108.0,20.1,1009.6,-2.3,0.0,7.0
60.0,216.0,27.0,35.0,800.0,96.0,19.4,1009.8,-2.3,0.0,6.8
67.0,178.0,26.0,38.0,700.0,84.0,18.5,1009.9,-1.4,0.0,5.0
57.0,177.0,23.0,32.0,500.0,87.0,17.7,1009.8,-2.1,0.0,4.2
48.0,152.0,21.0,30.0,500.0,83.0,16.8,1009.9,-1.4,0.0,3.6
48.0,142.0,21.0,35.0,500.0,74.0,15.3,1009.6,-1.8,0.0,1.1
61.0,136.0,22.0,38.0,600.0,64.0,12.9,1009.4,-0.4,0.0,1.9
68.0,147.0,23.0,40.0,600.0,56.0,13.1,1009.4,0.5,0.0,1.2
71.0,159.0,23.0,46.0,600.0,45.0,10.2,1009.6,1.0,0.0,0.5
74.0,158.0,22.0,42.0,600.0,44.0,9.0,1009.5,1.2,0.0,0.4
78.0,174.0,22.0,45.0,700.0,40.0,8.5,1009.8,2.1,0.0,0.9
83.0,162.0,19.0,50.0,800.0,31.0,9.6,1009.9,4.0,0.0,0.8
89.0,166.0,19.0,53.0,800.0,28.0,13.5,1010.2,3.0,0.0,1.1
93.0,173.0,24.0,66.0,900.0,20.0,15.4,1010.4,1.5,0.0,0.8
105.0,179.0,25.0,81.0,1000.0,18.0,17.7,1010.5,2.4,0.0,0.9
97.0,234.0,27.0,79.0,900.0,32.0,19.1,1010.1,1.6,0.0,0.7
97.0,234.0,28.0,79.0,900.0,32.0,20.8,1009.3,1.6,0.0,1.9
124.0,205.0,26.0,87.0,1000.0,57.0,22.4,1008.7,0.2,0.0,0.7
115.0,159.0,24.0,63.0,800.0,97.0,23.7,1008.0,-0.6,0.0,2.0
120.0,184.0,26.0,69.0,900.0,108.0,24.0,1007.1,-1.1,0.0,2.2
112.0,199.0,23.0,54.0,800.0,143.0,24.4,1006.6,0.0,0.0,2.4
94.0,156.0,21.0,37.0,700.0,201.0,24.3,1006.5,1.8,0.0,1.7
111.0,146.0,22.0,32.0,700.0,191.0,23.0,1006.7,0.1,0.0,2.8
105.0,114.0,23.0,31.0,800.0,185.0,21.2,1007.2,0.4,0.0,1.6
111.0,147.0,25.0,42.0,900.0,162.0,18.9,1008.0,0.5,0.0,0.1
124.0,187.0,25.0,44.0,1000.0,147.0,16.8,1008.5,2.0,0.0,1.0
132.0,202.0,30.0,70.0,1300.0,108.0,17.0,1009.0,2.6,0.0,1.3
152.0,237.0,38.0,66.0,1300.0,105.0,13.3,1009.5,3.4,0.0,0.1
154.0,233.0,39.0,84.0,1400.0,81.0,14.6,1010.0,2.8,0.0,1.9
160.0,225.0,44.0,98.0,1500.0,68.0,14.5,1010.3,3.0,0.0,1.1
175.0,275.0,47.0,143.0,1600.0,22.0,12.6,1010.5,3.5,0.0,0.6
193.0,316.0,43.0,141.0,1700.0,4.0,10.6,1010.4,4.1,0.0,0.5
184.0,304.0,43.0,120.0,1600.0,2.0,9.8,1010.5,5.2,0.0,0.9
173.0,266.0,39.0,106.0,1600.0,2.0,9.2,1010.7,5.4,0.0,1.1
174.0,239.0,32.0,104.0,1700.0,2.0,8.3,1011.0,5.2,0.0,0.8
185.0,303.0,26.0,104.0,2100.0,2.0,9.5,1011.6,5.9,0.0,0.0
185.0,303.0,26.0,104.0,2100.0,2.0,13.1,1011.8,6.9,0.0,1.0
184.0,306.0,29.0,97.0,2500.0,4.0,15.4,1011.6,6.4,0.0,1.1
192.0,306.0,36.0,110.0,2200.0,21.0,17.4,1011.6,6.9,0.0,1.3
209.0,327.0,46.0,123.0,2500.0,12.0,19.7,1010.9,7.1,0.0,1.7
223.0,346.0,58.0,123.0,2300.0,29.0,21.4,1009.8,6.5,0.0,2.6
235.0,316.0,63.0,117.0,2200.0,59.0,23.1,1008.7,4.6,0.0,2.5
203.0,240.0,62.0,74.0,1700.0,128.0,24.2,1007.9,4.0,0.0,2.5
144.0,149.0,50.0,42.0,1300.0,183.0,24.8,1006.9,2.2,0.0,2.6
145.0,177.0,49.0,31.0,1200.0,205.0,24.7,1006.2,5.0,0.0,3.8
145.0,177.0,49.0,31.0,1200.0,205.0,24.6,1005.6,4.3,0.0,2.1
140.0,150.0,53.0,30.0,1200.0,199.0,23.5,1005.7,4.4,0.0,3.0
142.0,208.0,55.0,33.0,1100.0,186.0,22.9,1005.8,5.3,0.0,2.8
158.0,216.0,60.0,38.0,1100.0,187.0,22.2,1006.5,6.0,0.0,1.8
155.0,205.0,48.0,42.0,1100.0,170.0,21.7,1006.8,5.6,0.0,2.5
149.0,182.0,41.0,47.0,1100.0,140.0,20.9,1006.7,5.7,0.0,1.1
149.0,182.0,41.0,47.0,1100.0,140.0,19.8,1006.6,6.2,0.0,1.7
147.0,179.0,38.0,52.0,1100.0,111.0,19.1,1006.3,6.9,0.0,2.1
147.0,179.0,38.0,52.0,1100.0,111.0,18.4,1005.7,7.5,0.0,1.6
144.0,200.0,45.0,47.0,1100.0,97.0,17.7,1005.3,8.3,0.0,1.4
142.0,189.0,40.0,40.0,1000.0,79.0,15.5,1005.1,8.5,0.0,1.0
151.0,195.0,42.0,43.0,800.0,54.0,14.1,1004.9,8.7,0.0,0.5
151.0,195.0,42.0,43.0,800.0,54.0,12.9,1004.6,8.0,0.0,0.6
162.0,189.0,47.0,39.0,1100.0,66.0,12.9,1005.5,9.2,0.0,1.6
150.0,173.0,45.0,52.0,2000.0,48.0,13.9,1005.6,9.1,0.0,0.7
175.0,192.0,32.0,108.0,1400.0,7.0,16.5,1006.2,9.2,0.0,0.7
186.0,288.0,26.0,114.0,1600.0,7.0,18.0,1006.2,9.9,0.0,1.9
166.0,248.0,28.0,84.0,1400.0,31.0,21.2,1005.6,9.7,0.0,1.9
171.0,214.0,36.0,68.0,1400.0,66.0,26.4,1004.9,0.9,0.0,3.3
169.0,5.0,27.0,54.0,1000.0,104.0,28.1,1004.1,-1.9,0.0,4.3
76.0,5.0,11.0,26.0,600.0,123.0,29.1,1004.0,-4.4,0.0,4.9
76.0,5.0,11.0,26.0,600.0,123.0,29.5,1004.0,-5.3,0.0,3.3
36.0,190.0,5.0,12.0,300.0,121.0,29.2,1004.2,-3.1,0.0,1.9
29.0,205.0,2.0,12.0,200.0,114.0,28.2,1005.0,-3.9,0.0,4.9
49.0,213.0,2.0,14.0,300.0,116.0,27.2,1005.9,-3.6,0.0,3.6
43.0,317.0,2.0,26.0,300.0,93.0,26.0,1007.0,-4.6,0.0,3.1
43.0,317.0,2.0,26.0,300.0,93.0,23.8,1008.5,4.2,0.0,3.1
59.0,384.0,2.0,26.0,300.0,93.0,22.4,1010.4,4.4,0.0,6.4
73.0,482.0,7.0,40.0,500.0,90.0,21.1,1012.6,1.9,0.0,3.2
104.0,206.0,32.0,44.0,1100.0,112.0,19.6,1014.0,2.4,0.0,2.7
98.0,372.0,40.0,55.0,1500.0,78.0,17.9,1015.4,4.5,0.0,2.4
121.0,412.0,44.0,59.0,2100.0,57.0,16.5,1016.5,4.5,0.0,1.9
126.0,398.0,43.0,57.0,2200.0,45.0,15.7,1016.7,3.1,0.0,1.2
119.0,428.0,41.0,49.0,1900.0,46.0,15.5,1017.2,2.3,0.0,0.9
95.0,466.0,35.0,44.0,1700.0,51.0,15.4,1017.1,1.9,0.0,1.1
90.0,452.0,32.0,42.0,1500.0,51.0,15.1,1017.4,1.6,0.0,1.2
90.0,480.0,31.0,43.0,1500.0,47.0,14.3,1017.4,2.5,0.0,0.7
93.0,506.0,35.0,46.0,1600.0,35.0,14.3,1018.4,1.9,0.0,2.4
89.0,538.0,40.0,52.0,1800.0,27.0,14.3,1019.1,1.5,0.0,0.9
88.0,520.0,39.0,61.0,1600.0,18.0,14.9,1019.4,1.4,0.0,1.9
78.0,602.0,33.0,47.0,1100.0,33.0,15.2,1019.8,0.2,0.0,2.2
78.0,602.0,33.0,47.0,1100.0,33.0,16.1,1019.9,0.2,0.0,2.4
66.0,576.0,35.0,44.0,1200.0,42.0,16.4,1019.7,-1.2,0.0,2.0
69.0,514.0,26.0,35.0,1100.0,58.0,16.5,1019.3,-0.7,0.0,1.5
56.0,443.0,20.0,34.0,900.0,65.0,17.0,1018.7,-0.3,0.0,2.0
59.0,411.0,20.0,36.0,1000.0,63.0,18.0,1017.7,-0.8,0.0,2.6
52.0,386.0,18.0,31.0,800.0,73.0,17.9,1016.8,-6.8,0.0,2.4
35.0,285.0,15.0,31.0,700.0,76.0,17.3,1016.2,-5.3,0.0,2.5
60.0,259.0,18.0,38.0,800.0,70.0,17.0,1016.1,-4.9,0.0,3.1
74.0,184.0,23.0,39.0,1000.0,73.0,16.7,1016.0,-4.0,0.0,2.1
47.0,256.0,27.0,47.0,1200.0,63.0,16.1,1016.1,-2.4,0.0,0.8
52.0,246.0,31.0,51.0,1400.0,58.0,16.0,1016.4,-2.1,0.0,1.3
57.0,245.0,33.0,55.0,1600.0,51.0,15.8,1016.8,-2.2,0.0,0.7
62.0,243.0,36.0,53.0,1700.0,50.0,15.9,1017.2,-2.1,0.0,1.4
62.0,256.0,38.0,60.0,1800.0,39.0,15.4,1017.0,-2.6,0.0,0.5
64.0,299.0,39.0,69.0,1800.0,28.0,14.4,1016.4,1.3,0.0,0.6
71.0,285.0,35.0,71.0,1700.0,21.0,14.5,1016.3,-0.4,0.0,1.5
67.0,226.0,32.0,81.0,1600.0,6.0,13.8,1016.4,-0.7,0.0,1.2
62.0,192.0,31.0,82.0,1700.0,3.0,13.6,1016.5,-1.2,0.0,1.4
91.0,189.0,31.0,84.0,1800.0,2.0,13.3,1016.1,-0.4,0.0,2.0
81.0,173.0,32.0,83.0,1900.0,2.0,12.7,1016.0,-0.2,0.0,1.8
56.0,92.0,28.0,64.0,1500.0,26.0,12.4,1015.9,1.4,0.0,1.5
58.0,97.0,23.0,64.0,1100.0,36.0,12.7,1016.0,0.4,0.0,1.5
48.0,79.0,13.0,55.0,800.0,56.0,12.8,1016.8,-1.2,0.0,1.0
46.0,69.0,10.0,35.0,600.0,87.0,13.0,1017.3,-0.3,0.0,1.1
34.0,40.0,10.0,53.0,700.0,69.0,13.6,1017.4,0.6,0.0,1.5
30.0,40.0,9.0,73.0,800.0,44.0,14.2,1016.9,0.8,0.0,2.0
41.0,80.0,8.0,53.0,600.0,66.0,15.3,1015.8,-0.1,0.0,0.7
47.0,75.0,10.0,49.0,600.0,71.0,16.1,1014.9,-1.5,0.0,1.1
30.0,42.0,11.0,48.0,600.0,75.0,17.2,1013.9,-1.5,0.0,1.4
36.0,76.0,8.0,39.0,500.0,88.0,17.5,1013.1,-2.8,0.0,2.3
24.0,32.0,8.0,32.0,500.0,107.0,16.8,1012.6,-2.8,0.0,0.9
41.0,43.0,8.0,32.0,500.0,106.0,16.7,1012.3,-1.9,0.0,1.5
49.0,66.0,10.0,31.0,600.0,111.0,16.3,1012.0,-1.8,0.0,2.0
52.0,66.0,14.0,34.0,700.0,106.0,15.5,1012.5,-2.5,0.0,1.6
58.0,68.0,21.0,43.0,1000.0,94.0,15.0,1012.9,-1.2,0.0,2.1
66.0,70.0,35.0,55.0,1500.0,66.0,14.5,1013.5,0.0,0.0,1.2
67.0,104.0,31.0,65.0,1500.0,52.0,13.8,1013.7,0.1,0.0,0.9
94.0,139.0,54.0,106.0,2600.0,3.0,13.1,1013.4,-2.4,0.0,1.2
94.0,94.0,35.0,95.0,1900.0,10.0,10.9,1013.5,-1.5,0.0,0.7
88.0,116.0,30.0,88.0,1400.0,14.0,10.7,1013.2,-2.4,0.0,1.4
92.0,128.0,38.0,83.0,1600.0,15.0,9.4,1012.8,-1.7,0.0,0.6
92.0,144.0,38.0,92.0,1600.0,3.0,8.5,1012.4,0.2,0.0,1.0
89.0,131.0,36.0,88.0,1300.0,4.0,8.0,1012.2,1.2,0.0,1.0
100.0,119.0,35.0,88.0,1300.0,6.0,6.9,1012.3,1.6,0.0,0.1
93.0,132.0,32.0,91.0,1800.0,5.0,7.6,1012.6,1.9,0.0,0.7
104.0,180.0,23.0,97.0,1900.0,3.0,9.1,1013.2,2.9,0.0,1.1
111.0,245.0,25.0,100.0,2200.0,3.0,12.1,1013.3,1.7,0.0,1.0
125.0,229.0,40.0,108.0,2800.0,4.0,14.7,1013.4,1.9,0.0,0.9
142.0,208.0,41.0,110.0,2500.0,7.0,16.2,1013.4,1.9,0.0,1.0
146.0,170.0,37.0,109.0,2100.0,20.0,17.9,1012.9,-0.4,0.0,0.7
122.0,142.0,34.0,107.0,1900.0,39.0,19.0,1012.4,-2.6,0.0,2.3
123.0,102.0,27.0,61.0,1300.0,87.0,19.8,1011.4,-2.0,0.0,2.1
110.0,128.0,23.0,41.0,1000.0,121.0,20.0,1010.5,-1.2,0.0,2.2
115.0,71.0,24.0,31.0,1000.0,146.0,20.7,1010.0,-1.2,0.0,3.2
91.0,105.0,25.0,35.0,1000.0,138.0,20.7,1009.5,-0.6,0.0,2.1
91.0,103.0,30.0,39.0,1200.0,136.0,20.2,1009.5,-0.5,0.0,2.5
91.0,106.0,35.0,43.0,1500.0,140.0,19.8,1010.1,-0.8,0.0,1.9
127.0,146.0,41.0,54.0,2000.0,139.0,18.8,1009.7,0.4,0.0,1.3
123.0,135.0,39.0,53.0,2000.0,145.0,17.8,1011.1,-0.5,0.0,2.3
103.0,124.0,37.0,58.0,2000.0,136.0,16.4,1011.6,0.1,0.0,1.9
120.0,142.0,32.0,70.0,1700.0,97.0,14.9,1011.9,1.1,0.0,0.6
90.0,151.0,32.0,104.0,1500.0,25.0,14.0,1012.4,1.6,0.0,1.2
94.0,162.0,30.0,112.0,1500.0,11.0,11.9,1012.7,2.3,0.0,0.5
111.0,179.0,29.0,85.0,1400.0,34.0,13.4,1012.7,4.8,0.0,1.2
130.0,190.0,32.0,62.0,1200.0,48.0,12.1,1012.8,4.6,0.0,2.0
137.0,161.0,30.0,57.0,1200.0,46.0,11.3,1012.9,4.7,0.0,1.4
149.0,161.0,29.0,63.0,1400.0,28.0,10.2,1012.8,4.6,0.0,0.6
157.0,171.0,28.0,67.0,1300.0,15.0,8.9,1012.8,4.7,0.0,0.8
160.0,162.0,25.0,73.0,1300.0,4.0,8.3,1013.3,4.9,0.0,1.1
129.0,149.0,23.0,79.0,1400.0,2.0,9.9,1014.0,5.9,0.0,0.8
130.0,167.0,26.0,104.0,1800.0,3.0,12.1,1014.5,6.4,0.0,1.2
138.0,279.0,26.0,103.0,2000.0,4.0,14.0,1014.9,6.6,0.0,1.3
155.0,262.0,28.0,104.0,1800.0,9.0,16.2,1015.0,6.6,0.0,2.0
184.0,230.0,39.0,92.0,1700.0,33.0,18.1,1014.6,6.3,0.0,1.2
204.0,267.0,46.0,98.0,1600.0,52.0,20.3,1013.8,5.1,0.0,1.6
201.0,214.0,42.0,95.0,1500.0,92.0,21.6,1013.0,4.6,0.0,3.3
204.0,217.0,40.0,73.0,1300.0,145.0,22.4,1012.2,4.9,0.0,3.0
196.0,202.0,37.0,41.0,1200.0,203.0,23.2,1011.3,5.6,0.0,2.1
151.0,160.0,34.0,32.0,1100.0,222.0,23.5,1010.6,5.8,0.0,3.1
174.0,182.0,32.0,28.0,1100.0,223.0,23.1,1010.5,6.8,0.0,2.1
171.0,188.0,34.0,31.0,1200.0,217.0,22.4,1010.9,6.6,0.0,2.2
138.0,157.0,32.0,31.0,1100.0,212.0,20.9,1011.4,6.4,0.0,1.4
113.0,126.0,26.0,33.0,1100.0,187.0,19.3,1012.1,6.7,0.0,0.9
145.0,180.0,27.0,44.0,1200.0,157.0,18.4,1012.7,7.2,0.0,0.7
169.0,198.0,32.0,58.0,1400.0,128.0,15.6,1012.9,7.9,0.0,0.9
193.0,225.0,38.0,80.0,1600.0,91.0,15.8,1013.1,8.8,0.0,1.4
212.0,243.0,45.0,114.0,1800.0,53.0,15.9,1013.3,9.3,0.0,1.7
225.0,298.0,38.0,137.0,1900.0,20.0,15.1,1013.2,9.5,0.0,1.1
229.0,303.0,32.0,125.0,2300.0,10.0,13.2,1013.2,9.1,0.0,1.3
243.0,283.0,34.0,107.0,2600.0,10.0,12.0,1013.1,8.8,0.0,0.9
205.0,259.0,35.0,98.0,2400.0,9.0,11.5,1012.9,8.7,0.0,0.9
208.0,264.0,35.0,105.0,2500.0,2.0,11.0,1013.2,8.6,0.0,0.7
211.0,269.0,30.0,100.0,2600.0,2.0,10.2,1013.7,8.1,0.0,0.6
211.0,253.0,31.0,98.0,2400.0,2.0,12.1,1014.4,9.1,0.0,0.9
241.0,263.0,30.0,95.0,2400.0,3.0,13.8,1014.1,9.2,0.0,1.2
201.0,262.0,38.0,91.0,2200.0,8.0,15.7,1014.5,9.8,0.0,2.0
266.0,292.0,49.0,91.0,2300.0,20.0,17.8,1014.2,10.7,0.0,0.8
299.0,321.0,58.0,103.0,2500.0,34.0,19.9,1013.7,10.3,0.0,1.6
299.0,86.0,59.0,103.0,3000.0,49.0,21.9,1012.6,11.3,0.0,0.7
214.0,86.0,58.0,122.0,2600.0,94.0,23.3,1012.0,11.4,0.0,2.2
280.0,300.0,49.0,97.0,2300.0,150.0,24.5,1010.9,11.4,0.0,2.5
297.0,245.0,43.0,78.0,1900.0,190.0,25.2,1010.0,11.7,0.0,1.3
277.0,242.0,42.0,58.0,1900.0,214.0,25.4,1009.4,11.6,0.0,1.7
234.0,210.0,43.0,42.0,1600.0,212.0,25.1,1009.0,12.3,0.0,2.4
177.0,195.0,46.0,39.0,1600.0,195.0,24.2,1008.9,12.5,0.0,3.1
231.0,248.0,48.0,44.0,1800.0,190.0,23.1,1009.4,12.4,0.0,2.0
245.0,268.0,44.0,51.0,1800.0,189.0,21.2,1010.0,12.9,0.0,1.1
248.0,271.0,40.0,61.0,1900.0,152.0,21.5,1010.5,13.1,0.0,2.2
275.0,304.0,40.0,90.0,2200.0,97.0,22.1,1010.5,8.9,0.0,3.6
193.0,209.0,40.0,68.0,1600.0,88.0,21.5,1010.7,7.3,0.0,2.3
80.0,116.0,25.0,43.0,900.0,87.0,20.2,1011.4,7.2,0.0,1.9
57.0,118.0,19.0,41.0,700.0,82.0,19.8,1011.7,7.5,0.0,1.0
50.0,80.0,17.0,46.0,700.0,72.0,18.3,1011.9,7.7,0.0,1.0
48.0,97.0,15.0,48.0,700.0,50.0,15.7,1012.2,8.2,0.0,0.8
52.0,91.0,16.0,46.0,500.0,47.0,14.6,1012.5,8.3,0.0,0.9
55.0,114.0,15.0,46.0,500.0,19.0,13.2,1013.3,8.7,0.0,1.4
54.0,127.0,14.0,97.0,700.0,14.0,12.9,1014.3,9.2,0.0,1.2
54.0,127.0,14.0,97.0,700.0,14.0,16.7,1015.3,10.5,0.0,1.2
54.0,126.0,14.0,97.0,700.0,14.0,17.8,1016.4,10.9,0.0,1.3
54.0,126.0,14.0,97.0,700.0,14.0,20.0,1017.1,11.2,0.0,2.5
107.0,159.0,34.0,73.0,1400.0,38.0,21.1,1017.2,11.7,0.0,2.5
112.0,143.0,39.0,65.0,1500.0,65.0,21.3,1016.6,11.3,0.0,2.4
106.0,130.0,35.0,49.0,1300.0,95.0,21.4,1015.8,11.4,0.0,3.3
97.0,111.0,30.0,37.0,1100.0,117.0,20.4,1015.5,4.0,0.0,4.0
105.0,132.0,25.0,41.0,900.0,118.0,20.5,1015.2,1.3,0.0,2.8
59.0,319.0,23.0,51.0,700.0,68.0,20.6,1014.6,1.4,0.0,3.9
38.0,204.0,18.0,29.0,600.0,81.0,19.7,1014.4,0.7,0.0,2.2
32.0,170.0,20.0,38.0,600.0,61.0,18.4,1014.4,-1.0,0.0,3.2
25.0,138.0,18.0,37.0,800.0,60.0,17.8,1013.7,-1.0,0.0,1.3
25.0,125.0,14.0,43.0,600.0,56.0,17.0,1014.3,-1.7,0.0,2.3
31.0,132.0,12.0,59.0,700.0,41.0,16.1,1014.7,-2.0,0.0,1.5
41.0,148.0,16.0,71.0,1100.0,29.0,15.7,1015.3,-2.3,0.0,1.2
44.0,138.0,15.0,59.0,800.0,34.0,14.7,1014.9,-1.8,0.0,1.2
33.0,142.0,13.0,56.0,600.0,31.0,15.5,1014.7,-2.5,0.0,1.3
35.0,119.0,12.0,57.0,600.0,30.0,15.3,1014.4,-2.7,0.0,1.5
35.0,119.0,12.0,57.0,600.0,30.0,14.4,1013.7,-2.5,0.0,0.0
31.0,107.0,10.0,54.0,500.0,33.0,14.1,1012.7,-0.4,0.0,1.0
30.0,92.0,10.0,59.0,500.0,26.0,13.9,1012.4,-0.6,0.0,1.0
31.0,99.0,10.0,61.0,500.0,25.0,13.1,1011.9,0.5,0.0,0.0
34.0,103.0,8.0,71.0,500.0,14.0,12.7,1011.5,2.5,0.0,0.0
33.0,106.0,9.0,80.0,500.0,5.0,12.7,1011.5,2.2,0.0,0.0
34.0,132.0,10.0,85.0,700.0,2.0,13.3,1011.5,3.4,0.0,0.4
33.0,94.0,9.0,77.0,700.0,12.0,14.7,1011.8,3.5,0.0,1.0
33.0,95.0,12.0,72.0,700.0,21.0,15.9,1011.9,2.3,0.0,0.3
32.0,97.0,18.0,63.0,800.0,36.0,17.3,1011.6,-6.6,0.0,1.2
36.0,122.0,20.0,58.0,700.0,51.0,18.1,1011.2,-7.4,0.0,1.0
35.0,85.0,17.0,56.0,700.0,60.0,18.9,1010.3,-7.5,0.0,0.7
37.0,88.0,15.0,54.0,700.0,68.0,19.9,1009.5,-6.7,0.0,1.0
39.0,87.0,13.0,54.0,700.0,75.0,20.7,1008.6,-6.1,0.0,2.7
44.0,85.0,14.0,61.0,700.0,78.0,20.7,1007.8,-6.1,0.0,1.8
47.0,104.0,13.0,55.0,600.0,94.0,20.9,1007.2,-5.9,0.0,0.8
45.0,127.0,13.0,63.0,600.0,90.0,20.5,1006.8,-5.4,0.0,1.9
49.0,105.0,12.0,58.0,600.0,96.0,20.0,1006.7,-3.7,0.0,1.6
52.0,125.0,13.0,55.0,600.0,108.0,18.8,1006.5,-2.8,0.0,1.4
62.0,125.0,17.0,69.0,800.0,91.0,16.2,1007.0,-1.9,0.0,0.0
65.0,161.0,18.0,75.0,900.0,66.0,15.0,1007.0,0.8,0.0,0.6
95.0,151.0,18.0,92.0,1100.0,42.0,14.7,1006.9,0.9,0.0,0.4
101.0,148.0,19.0,80.0,1000.0,50.0,15.3,1006.5,1.0,0.0,0.5
96.0,182.0,30.0,100.0,1100.0,29.0,16.3,1006.5,-1.8,0.0,1.0
109.0,188.0,36.0,112.0,1400.0,16.0,16.7,1006.3,-2.9,0.0,1.0
103.0,175.0,47.0,118.0,1400.0,15.0,15.4,1005.6,-0.8,0.0,1.6
82.0,108.0,42.0,115.0,1200.0,15.0,15.0,1005.6,0.4,0.0,1.2
72.0,111.0,34.0,119.0,1200.0,6.0,14.6,1006.3,3.1,0.0,1.6
90.0,179.0,49.0,132.0,1200.0,2.0,12.7,1006.9,7.2,1.0,1.1
106.0,208.0,39.0,125.0,1400.0,2.0,11.5,1007.2,9.7,1.1,0.8
114.0,140.0,13.0,104.0,1300.0,2.0,11.3,1007.8,9.6,0.7,0.0
82.0,131.0,10.0,99.0,1400.0,4.0,11.4,1008.6,9.5,0.5,1.4
87.0,118.0,11.0,105.0,1600.0,4.0,11.6,1009.1,9.5,0.7,1.2
98.0,143.0,11.0,105.0,1800.0,3.0,11.3,1009.6,8.7,0.9,2.6
86.0,110.0,21.0,90.0,1700.0,26.0,11.9,1010.0,8.2,0.0,1.3
88.0,82.0,29.0,70.0,1400.0,53.0,12.4,1009.7,7.3,0.0,1.6
87.0,67.0,37.0,60.0,1500.0,69.0,14.4,1008.7,8.1,0.0,3.4
71.0,85.0,44.0,52.0,1700.0,79.0,16.0,1008.5,8.5,0.0,0.8
78.0,94.0,41.0,47.0,1500.0,90.0,16.4,1008.1,8.6,0.0,1.3
83.0,95.0,38.0,44.0,1400.0,99.0,17.0,1008.4,8.4,0.0,1.6
87.0,106.0,35.0,45.0,1300.0,105.0,16.9,1008.6,9.1,0.0,1.7
92.0,102.0,30.0,54.0,1400.0,105.0,16.5,1008.6,8.9,0.0,2.0
91.0,113.0,30.0,61.0,1400.0,100.0,16.1,1009.3,9.3,0.0,1.3
104.0,114.0,29.0,58.0,1300.0,99.0,15.3,1010.1,9.4,0.0,0.5
105.0,121.0,24.0,56.0,1300.0,90.0,14.3,1011.0,9.9,0.0,1.5
126.0,103.0,22.0,47.0,1300.0,89.0,15.2,1012.1,9.3,0.0,1.0
106.0,124.0,22.0,55.0,1300.0,69.0,14.8,1012.5,9.4,0.0,1.2
115.0,140.0,26.0,86.0,1900.0,30.0,14.6,1013.0,9.6,0.0,0.9
119.0,154.0,32.0,87.0,2400.0,13.0,14.2,1012.4,10.4,0.0,1.4
